date,batting_team,bowling_team,player_of_match,match_won_by,win_outcome,toss_winner,toss_decision,venue,city,day,month,year,season,superover_winner,result_type,method,event_match_no,stage,target_score,chased_score,tie_match,venue_home_team,is_home_win
2023-05-21,RCB,GT,Shubman Gill,GT,6 wickets,GT,field,m chinnaswamy stadium,bengaluru,21,5,2023,2023,no super over,no super over,no super over,70,simple matches,198,198.0,0,RCB,0
2023-05-23,CSK,GT,RD Gaikwad,CSK,15 runs,GT,field,ma chidambaram stadium,chennai,23,5,2023,2023,no super over,no super over,no super over,Unknown,Qualifier 1,173,157.0,0,CSK,1
2023-05-24,MI,LSG,Akash Madhwal,MI,81 runs,MI,bat,ma chidambaram stadium,chennai,24,5,2023,2023,no super over,no super over,no super over,Unknown,Eliminator,183,101.0,0,CSK,0
2023-05-26,GT,MI,Shubman Gill,GT,62 runs,MI,field,narendra modi stadium,ahmedabad,26,5,2023,2023,no super over,no super over,no super over,Unknown,Qualifier 2,234,171.0,0,GT,1
2023-05-29,GT,CSK,DP Conway,CSK,5 wickets,CSK,field,narendra modi stadium,ahmedabad,29,5,2023,2023,no super over,no super over,D/L,Unknown,Final,215,171.0,0,GT,0
2024-03-22,RCB,CSK,Mustafizur Rahman,CSK,6 wickets,RCB,bat,ma chidambaram stadium,chennai,22,3,2024,2024,no super over,no super over,no super over,1,simple matches,174,176.0,0,CSK,1
2024-03-23,DC,KXP,SM Curran,KXP,4 wickets,KXP,field,maharaja yadavindra singh international cricket stadium,mohali,23,3,2024,2024,no super over,no super over,no super over,2,simple matches,175,177.0,0,KXP,1
2024-03-23,KKR,SRH,AD Russell,KKR,4 runs,SRH,field,eden gardens,kolkata,23,3,2024,2024,no super over,no super over,no super over,3,simple matches,209,204.0,0,KKR,1
2024-03-24,RR,LSG,SV Samson,RR,20 runs,RR,bat,sawai mansingh stadium,jaipur,24,3,2024,2024,no super over,no super over,no super over,4,simple matches,194,173.0,0,RR,1
2024-03-24,GT,MI,B Sai Sudharsan,GT,6 runs,MI,field,narendra modi stadium,ahmedabad,24,3,2024,2024,no super over,no super over,no super over,5,simple matches,169,162.0,0,GT,1
2024-03-25,KXP,RCB,V Kohli,RCB,4 wickets,RCB,field,m chinnaswamy stadium,bengaluru,25,3,2024,2024,no super over,no super over,no super over,6,simple matches,177,178.0,0,RCB,1
2024-03-26,CSK,GT,S Dube,CSK,63 runs,GT,field,ma chidambaram stadium,chennai,26,3,2024,2024,no super over,no super over,no super over,7,simple matches,207,143.0,0,CSK,1
2024-03-27,SRH,MI,Abhishek Sharma,SRH,31 runs,MI,field,rajiv gandhi international stadium,hyderabad,27,3,2024,2024,no super over,no super over,no super over,8,simple matches,278,246.0,0,SRH,1
2024-03-28,RR,DC,R Parag,RR,12 runs,DC,field,sawai mansingh stadium,jaipur,28,3,2024,2024,no super over,no super over,no super over,9,simple matches,186,173.0,0,RR,1
2024-03-29,RCB,KKR,SP Narine,KKR,7 wickets,KKR,field,m chinnaswamy stadium,bengaluru,29,3,2024,2024,no super over,no super over,no super over,10,simple matches,183,186.0,0,RCB,0
2024-03-30,LSG,KXP,MP Yadav,LSG,21 runs,LSG,bat,bharat ratna shri atal bihari vajpayee ekana cricket stadium,lucknow,30,3,2024,2024,no super over,no super over,no super over,11,simple matches,200,178.0,0,no super over,0
2024-03-31,SRH,GT,MM Sharma,GT,7 wickets,SRH,bat,narendra modi stadium,ahmedabad,31,3,2024,2024,no super over,no super over,no super over,12,simple matches,163,168.0,0,GT,1
2024-03-31,DC,CSK,KK Ahmed,DC,20 runs,DC,bat,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,31,3,2024,2024,no super over,no super over,no super over,13,simple matches,192,171.0,0,no super over,0
2024-04-01,MI,RR,TA Boult,RR,6 wickets,RR,field,wankhede stadium,mumbai,1,4,2024,2024,no super over,no super over,no super over,14,simple matches,126,127.0,0,MI,0
2024-04-02,LSG,RCB,MP Yadav,LSG,28 runs,RCB,field,m chinnaswamy stadium,bengaluru,2,4,2024,2024,no super over,no super over,no super over,15,simple matches,182,153.0,0,RCB,0
2024-04-03,KKR,DC,SP Narine,KKR,106 runs,KKR,bat,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,3,4,2024,2024,no super over,no super over,no super over,16,simple matches,273,166.0,0,no super over,0
2024-04-04,GT,KXP,Shashank Singh,KXP,3 wickets,KXP,field,narendra modi stadium,ahmedabad,4,4,2024,2024,no super over,no super over,no super over,17,simple matches,200,200.0,0,GT,0
2024-04-05,CSK,SRH,Abhishek Sharma,SRH,6 wickets,SRH,field,rajiv gandhi international stadium,hyderabad,5,4,2024,2024,no super over,no super over,no super over,18,simple matches,166,166.0,0,SRH,1
2024-04-06,RCB,RR,JC Buttler,RR,6 wickets,RR,field,sawai mansingh stadium,jaipur,6,4,2024,2024,no super over,no super over,no super over,19,simple matches,184,189.0,0,RR,1
2024-04-07,MI,DC,R Shepherd,MI,29 runs,DC,field,wankhede stadium,mumbai,7,4,2024,2024,no super over,no super over,no super over,20,simple matches,235,205.0,0,MI,1
2024-04-07,LSG,GT,Yash Thakur,LSG,33 runs,LSG,bat,bharat ratna shri atal bihari vajpayee ekana cricket stadium,lucknow,7,4,2024,2024,no super over,no super over,no super over,21,simple matches,164,130.0,0,no super over,0
2024-04-08,KKR,CSK,RA Jadeja,CSK,7 wickets,CSK,field,ma chidambaram stadium,chennai,8,4,2024,2024,no super over,no super over,no super over,22,simple matches,138,141.0,0,CSK,1
2024-04-09,SRH,KXP,Nithish Kumar Reddy,SRH,2 runs,KXP,field,maharaja yadavindra singh international cricket stadium,mohali,9,4,2024,2024,no super over,no super over,no super over,23,simple matches,183,180.0,0,KXP,0
2024-04-10,RR,GT,Rashid Khan,GT,3 wickets,GT,field,sawai mansingh stadium,jaipur,10,4,2024,2024,no super over,no super over,no super over,24,simple matches,197,199.0,0,RR,0
2024-04-11,RCB,MI,JJ Bumrah,MI,7 wickets,MI,field,wankhede stadium,mumbai,11,4,2024,2024,no super over,no super over,no super over,25,simple matches,197,199.0,0,MI,1
2024-04-12,LSG,DC,Kuldeep Yadav,DC,6 wickets,LSG,bat,bharat ratna shri atal bihari vajpayee ekana cricket stadium,lucknow,12,4,2024,2024,no super over,no super over,no super over,26,simple matches,168,170.0,0,no super over,0
2024-04-13,KXP,RR,SO Hetmyer,RR,3 wickets,RR,field,maharaja yadavindra singh international cricket stadium,mohali,13,4,2024,2024,no super over,no super over,no super over,27,simple matches,148,152.0,0,KXP,0
2024-04-14,LSG,KKR,PD Salt,KKR,8 wickets,KKR,field,eden gardens,kolkata,14,4,2024,2024,no super over,no super over,no super over,28,simple matches,162,162.0,0,KKR,1
2024-04-14,CSK,MI,M Pathirana,CSK,20 runs,MI,field,wankhede stadium,mumbai,14,4,2024,2024,no super over,no super over,no super over,29,simple matches,207,186.0,0,MI,0
2024-04-15,SRH,RCB,TM Head,SRH,25 runs,RCB,field,m chinnaswamy stadium,bengaluru,15,4,2024,2024,no super over,no super over,no super over,30,simple matches,288,262.0,0,RCB,0
2024-04-16,KKR,RR,JC Buttler,RR,2 wickets,RR,field,eden gardens,kolkata,16,4,2024,2024,no super over,no super over,no super over,31,simple matches,224,224.0,0,KKR,0
2024-04-17,GT,DC,RR Pant,DC,6 wickets,DC,field,narendra modi stadium,ahmedabad,17,4,2024,2024,no super over,no super over,no super over,32,simple matches,90,92.0,0,GT,0
2024-04-18,MI,KXP,JJ Bumrah,MI,9 runs,KXP,field,maharaja yadavindra singh international cricket stadium,mohali,18,4,2024,2024,no super over,no super over,no super over,33,simple matches,193,183.0,0,KXP,0
2024-04-19,CSK,LSG,KL Rahul,LSG,8 wickets,LSG,field,bharat ratna shri atal bihari vajpayee ekana cricket stadium,lucknow,19,4,2024,2024,no super over,no super over,no super over,34,simple matches,177,180.0,0,no super over,0
2024-04-20,SRH,DC,TM Head,SRH,67 runs,DC,field,arun jaitley stadium,delhi,20,4,2024,2024,no super over,no super over,no super over,35,simple matches,267,199.0,0,DC,0
2024-04-21,KKR,RCB,AD Russell,KKR,1 runs,RCB,field,eden gardens,kolkata,21,4,2024,2024,no super over,no super over,no super over,36,simple matches,223,221.0,0,KKR,1
2024-04-21,KXP,GT,R Sai Kishore,GT,3 wickets,KXP,bat,maharaja yadavindra singh international cricket stadium,mohali,21,4,2024,2024,no super over,no super over,no super over,37,simple matches,143,146.0,0,KXP,0
2024-04-22,MI,RR,Sandeep Sharma,RR,9 wickets,MI,bat,sawai mansingh stadium,jaipur,22,4,2024,2024,no super over,no super over,no super over,38,simple matches,180,183.0,0,RR,1
2024-04-23,CSK,LSG,MP Stoinis,LSG,6 wickets,LSG,field,ma chidambaram stadium,chennai,23,4,2024,2024,no super over,no super over,no super over,39,simple matches,211,213.0,0,CSK,0
2024-04-24,DC,GT,RR Pant,DC,4 runs,GT,field,arun jaitley stadium,delhi,24,4,2024,2024,no super over,no super over,no super over,40,simple matches,225,220.0,0,DC,1
2024-04-25,RCB,SRH,RM Patidar,RCB,35 runs,RCB,bat,rajiv gandhi international stadium,hyderabad,25,4,2024,2024,no super over,no super over,no super over,41,simple matches,207,171.0,0,SRH,0
2024-04-26,KKR,KXP,JM Bairstow,KXP,8 wickets,KXP,field,eden gardens,kolkata,26,4,2024,2024,no super over,no super over,no super over,42,simple matches,262,262.0,0,KKR,0
2024-04-27,DC,MI,J Fraser-McGurk,DC,10 runs,MI,field,arun jaitley stadium,delhi,27,4,2024,2024,no super over,no super over,no super over,43,simple matches,258,247.0,0,DC,1
2024-04-27,LSG,RR,SV Samson,RR,7 wickets,RR,field,bharat ratna shri atal bihari vajpayee ekana cricket stadium,lucknow,27,4,2024,2024,no super over,no super over,no super over,44,simple matches,197,199.0,0,no super over,0
2024-04-28,GT,RCB,WG Jacks,RCB,9 wickets,RCB,field,narendra modi stadium,ahmedabad,28,4,2024,2024,no super over,no super over,no super over,45,simple matches,201,206.0,0,GT,0
2024-04-28,CSK,SRH,RD Gaikwad,CSK,78 runs,SRH,field,ma chidambaram stadium,chennai,28,4,2024,2024,no super over,no super over,no super over,46,simple matches,213,134.0,0,CSK,1
2024-04-29,DC,KKR,CV Varun,KKR,7 wickets,DC,bat,eden gardens,kolkata,29,4,2024,2024,no super over,no super over,no super over,47,simple matches,154,157.0,0,KKR,1
2024-04-30,MI,LSG,MP Stoinis,LSG,4 wickets,LSG,field,bharat ratna shri atal bihari vajpayee ekana cricket stadium,lucknow,30,4,2024,2024,no super over,no super over,no super over,48,simple matches,145,145.0,0,no super over,0
2024-05-01,CSK,KXP,Harpreet Brar,KXP,7 wickets,KXP,field,ma chidambaram stadium,chennai,1,5,2024,2024,no super over,no super over,no super over,49,simple matches,163,163.0,0,CSK,0
2024-05-02,SRH,RR,B Kumar,SRH,1 runs,SRH,bat,rajiv gandhi international stadium,hyderabad,2,5,2024,2024,no super over,no super over,no super over,50,simple matches,202,200.0,0,SRH,1
2024-05-03,KKR,MI,VR Iyer,KKR,24 runs,MI,field,wankhede stadium,mumbai,3,5,2024,2024,no super over,no super over,no super over,51,simple matches,170,145.0,0,MI,0
2024-05-04,GT,RCB,Mohammed Siraj,RCB,4 wickets,RCB,field,m chinnaswamy stadium,bengaluru,4,5,2024,2024,no super over,no super over,no super over,52,simple matches,148,152.0,0,RCB,1
2024-05-05,CSK,KXP,RA Jadeja,CSK,28 runs,KXP,field,himachal pradesh cricket association stadium,dharamsala,5,5,2024,2024,no super over,no super over,no super over,53,simple matches,168,139.0,0,no super over,0
2024-05-05,KKR,LSG,SP Narine,KKR,98 runs,LSG,field,bharat ratna shri atal bihari vajpayee ekana cricket stadium,lucknow,5,5,2024,2024,no super over,no super over,no super over,54,simple matches,236,137.0,0,no super over,0
2024-05-06,SRH,MI,SA Yadav,MI,7 wickets,MI,field,wankhede stadium,mumbai,6,5,2024,2024,no super over,no super over,no super over,55,simple matches,174,174.0,0,MI,1
2024-05-07,DC,RR,Kuldeep Yadav,DC,20 runs,RR,field,arun jaitley stadium,delhi,7,5,2024,2024,no super over,no super over,no super over,56,simple matches,222,201.0,0,DC,1
2024-05-08,LSG,SRH,TM Head,SRH,10 wickets,LSG,bat,rajiv gandhi international stadium,hyderabad,8,5,2024,2024,no super over,no super over,no super over,57,simple matches,166,167.0,0,SRH,1
2024-05-09,RCB,KXP,V Kohli,RCB,60 runs,KXP,field,himachal pradesh cricket association stadium,dharamsala,9,5,2024,2024,no super over,no super over,no super over,58,simple matches,242,181.0,0,no super over,0
2024-05-10,GT,CSK,Shubman Gill,GT,35 runs,CSK,field,narendra modi stadium,ahmedabad,10,5,2024,2024,no super over,no super over,no super over,59,simple matches,232,196.0,0,GT,1
2024-05-11,KKR,MI,CV Varun,KKR,18 runs,MI,field,eden gardens,kolkata,11,5,2024,2024,no super over,no super over,no super over,60,simple matches,158,139.0,0,KKR,1
2024-05-12,RR,CSK,Simarjeet Singh,CSK,5 wickets,RR,bat,ma chidambaram stadium,chennai,12,5,2024,2024,no super over,no super over,no super over,61,simple matches,142,145.0,0,CSK,1
2024-05-12,RCB,DC,C Green,RCB,47 runs,DC,field,m chinnaswamy stadium,bengaluru,12,5,2024,2024,no super over,no super over,no super over,62,simple matches,188,140.0,0,RCB,1
2024-05-14,DC,LSG,I Sharma,DC,19 runs,LSG,field,arun jaitley stadium,delhi,14,5,2024,2024,no super over,no super over,no super over,64,simple matches,209,189.0,0,DC,1
2024-05-15,RR,KXP,SM Curran,KXP,5 wickets,RR,bat,barsapara cricket stadium,guwahati,15,5,2024,2024,no super over,no super over,no super over,65,simple matches,145,145.0,0,no super over,0
2024-05-17,LSG,MI,N Pooran,LSG,18 runs,MI,field,wankhede stadium,mumbai,17,5,2024,2024,no super over,no super over,no super over,67,simple matches,215,196.0,0,MI,0
2024-05-18,RCB,CSK,F du Plessis,RCB,27 runs,CSK,field,m chinnaswamy stadium,bengaluru,18,5,2024,2024,no super over,no super over,no super over,68,simple matches,219,191.0,0,RCB,1
2024-05-19,KXP,SRH,Abhishek Sharma,SRH,4 wickets,KXP,bat,rajiv gandhi international stadium,hyderabad,19,5,2024,2024,no super over,no super over,no super over,69,simple matches,215,215.0,0,SRH,1
2024-05-21,SRH,KKR,MA Starc,KKR,8 wickets,SRH,bat,narendra modi stadium,ahmedabad,21,5,2024,2024,no super over,no super over,no super over,Unknown,Qualifier 1,160,164.0,0,GT,0
2024-05-22,RCB,RR,R Ashwin,RR,4 wickets,RR,field,narendra modi stadium,ahmedabad,22,5,2024,2024,no super over,no super over,no super over,Unknown,Eliminator,173,174.0,0,GT,0
2024-05-24,SRH,RR,Shahbaz Ahmed,SRH,36 runs,RR,field,ma chidambaram stadium,chennai,24,5,2024,2024,no super over,no super over,no super over,Unknown,Qualifier 2,176,139.0,0,CSK,0
2024-05-26,SRH,KKR,MA Starc,KKR,8 wickets,SRH,bat,ma chidambaram stadium,chennai,26,5,2024,2024,no super over,no super over,no super over,Unknown,Final,114,114.0,0,CSK,0
2025-03-22,KKR,RCB,KH Pandya,RCB,7 wickets,RCB,field,eden gardens,kolkata,22,3,2025,2025,no super over,no super over,no super over,1,simple matches,175,177.0,0,KKR,0
2025-03-23,SRH,RR,Ishan Kishan,SRH,44 runs,RR,field,rajiv gandhi international stadium,hyderabad,23,3,2025,2025,no super over,no super over,no super over,2,simple matches,287,242.0,0,SRH,1
2025-03-23,MI,CSK,Noor Ahmad,CSK,4 wickets,CSK,field,ma chidambaram stadium,chennai,23,3,2025,2025,no super over,no super over,no super over,3,simple matches,156,158.0,0,CSK,1
2025-03-24,LSG,DC,Ashutosh Sharma,DC,1 wickets,DC,field,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,24,3,2025,2025,no super over,no super over,no super over,4,simple matches,210,211.0,0,no super over,0
2025-03-25,KXP,GT,SS Iyer,KXP,11 runs,GT,field,narendra modi stadium,ahmedabad,25,3,2025,2025,no super over,no super over,no super over,5,simple matches,244,232.0,0,GT,0
2025-03-26,RR,KKR,Q de Kock,KKR,8 wickets,KKR,field,barsapara cricket stadium,guwahati,26,3,2025,2025,no super over,no super over,no super over,6,simple matches,152,153.0,0,no super over,0
2025-03-27,SRH,LSG,SN Thakur,LSG,5 wickets,LSG,field,rajiv gandhi international stadium,hyderabad,27,3,2025,2025,no super over,no super over,no super over,7,simple matches,191,193.0,0,SRH,0
2025-03-28,RCB,CSK,RM Patidar,RCB,50 runs,CSK,field,ma chidambaram stadium,chennai,28,3,2025,2025,no super over,no super over,no super over,8,simple matches,197,146.0,0,CSK,0
2025-03-29,GT,MI,M Prasidh Krishna,GT,36 runs,MI,field,narendra modi stadium,ahmedabad,29,3,2025,2025,no super over,no super over,no super over,9,simple matches,197,160.0,0,GT,1
2025-03-30,SRH,DC,MA Starc,DC,7 wickets,SRH,bat,dr. y.s. rajasekhara reddy aca-vdca cricket stadium,visakhapatnam,30,3,2025,2025,no super over,no super over,no super over,10,simple matches,164,166.0,0,no super over,0
2025-03-30,RR,CSK,N Rana,RR,6 runs,CSK,field,barsapara cricket stadium,guwahati,30,3,2025,2025,no super over,no super over,no super over,11,simple matches,183,176.0,0,no super over,0
2025-03-31,KKR,MI,Ashwani Kumar,MI,8 wickets,MI,field,wankhede stadium,mumbai,31,3,2025,2025,no super over,no super over,no super over,12,simple matches,117,121.0,0,MI,1
2025-04-01,LSG,KXP,P Simran Singh,KXP,8 wickets,KXP,field,bharat ratna shri atal bihari vajpayee ekana cricket stadium,lucknow,1,4,2025,2025,no super over,no super over,no super over,13,simple matches,172,177.0,0,no super over,0
2025-04-02,RCB,GT,Mohammed Siraj,GT,8 wickets,GT,field,m chinnaswamy stadium,bengaluru,2,4,2025,2025,no super over,no super over,no super over,14,simple matches,170,170.0,0,RCB,0
2025-04-03,KKR,SRH,VG Arora,KKR,80 runs,SRH,field,eden gardens,kolkata,3,4,2025,2025,no super over,no super over,no super over,15,simple matches,201,120.0,0,KKR,1
2025-04-04,LSG,MI,DS Rathi,LSG,12 runs,MI,field,bharat ratna shri atal bihari vajpayee ekana cricket stadium,lucknow,4,4,2025,2025,no super over,no super over,no super over,16,simple matches,204,191.0,0,no super over,0
2025-04-05,DC,CSK,KL Rahul,DC,25 runs,DC,bat,ma chidambaram stadium,chennai,5,4,2025,2025,no super over,no super over,no super over,17,simple matches,184,158.0,0,CSK,0
2025-04-05,RR,KXP,JC Archer,RR,50 runs,KXP,field,maharaja yadavindra singh international cricket stadium,mohali,5,4,2025,2025,no super over,no super over,no super over,18,simple matches,206,155.0,0,KXP,0
2025-04-06,SRH,GT,Mohammed Siraj,GT,7 wickets,GT,field,rajiv gandhi international stadium,hyderabad,6,4,2025,2025,no super over,no super over,no super over,19,simple matches,153,153.0,0,SRH,0
2025-04-07,RCB,MI,RM Patidar,RCB,12 runs,MI,field,wankhede stadium,mumbai,7,4,2025,2025,no super over,no super over,no super over,20,simple matches,222,209.0,0,MI,0
2025-04-08,LSG,KKR,N Pooran,LSG,4 runs,KKR,field,eden gardens,kolkata,8,4,2025,2025,no super over,no super over,no super over,21,simple matches,239,234.0,0,KKR,0
2025-04-08,KXP,CSK,Priyansh Arya,KXP,18 runs,KXP,bat,maharaja yadavindra singh international cricket stadium,mohali,8,4,2025,2025,no super over,no super over,no super over,22,simple matches,220,201.0,0,KXP,1
2025-04-09,GT,RR,B Sai Sudharsan,GT,58 runs,RR,field,narendra modi stadium,ahmedabad,9,4,2025,2025,no super over,no super over,no super over,23,simple matches,218,159.0,0,GT,1
2025-04-10,RCB,DC,KL Rahul,DC,6 wickets,DC,field,m chinnaswamy stadium,bengaluru,10,4,2025,2025,no super over,no super over,no super over,24,simple matches,164,169.0,0,RCB,0
2025-04-11,CSK,KKR,SP Narine,KKR,8 wickets,KKR,field,ma chidambaram stadium,chennai,11,4,2025,2025,no super over,no super over,no super over,25,simple matches,104,107.0,0,CSK,0
